,overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,vote,style,image
18220,2,False,"06 29, 2017",A3NFRGBW1IK1AY,B00027EKKW,Marjorie,"I bought it to replace the sugar for the benefits it supposedly has, but the truth is that it tastes like soap! So I will not buy it again",but the truth is that it tastes like soap! So I will not buy it,1498694400,,"{'Size:': ' 2.5 lb', 'Flavor:': ' 100% Pure'}",
703230,5,True,"06 30, 2016",A1YJN0SBQAYNM4,B00D3M2QP4,Tam L.,"I love the taste of this bar and at 5 grams of sugar... its makes me happy i'm not consuming so much sugar. I use this bar for hikes and it provides lots of energy and calories ( 190 or 200 I believe). It's a great energy booster but I wouldn't eat it as a snack unless I need the energy. I'm a calorie counter person, so at 200 calories, eat it with caution if you are watching your weight. The taste is great and the price is great on amazon. I tried buying this at Target, and for some flavor it's more affordable and some less. Do a price search before you buy.... because this can get pricey. If you can get each bar for 1 buck each, then it's a good price...",its makes me happy i'm not consuming so much sugar,1467244800,3,"{'Size:': ' 12 Bars', 'Flavor:': ' Dark Chocolate Cinnamon Pecan'}",
1044258,5,True,"09 24, 2016",A34D9PWEF6O8DH,B0016JKX9M,cathyinmd,LOVE this tea but can't find it in stores near my new home.  Now I don't need to worry about driving distances to buy tea; order it here instead.,Great tea -- recommend,1474675200,,,
228592,4,True,"02 12, 2018",A1GTO2X7OE14YQ,B000VK61KM,Faye Davis,Soft and favorable.  A few were crushed.,Good Value for the Price,1518393600,,{'Flavor:': ' Chocolate Chip'},
1141181,5,True,"01 17, 2018",A1YPRDMRQNY65K,B01DINZQGI,Claire Tillman-Shaffer,I was so excited when I discovered this vegan fysh sauce as many recipes that I try to veganise call for fish sauce.  I was very please with the quality and taste and have used it in several recipes.,Finally a vegan fish sauce!,1516147200,2,,
497955,4,False,"06 23, 2011",A2S26YGSVXBCFL,B004ZWRA6G,Morley Dotes,"For full transparency, I have to mention that I am a Trident fan. I do not normally chew any other brand. With that said, I tried the Trident Vitality Awaken gum, and the taste is typical Trident mint with a HINT of ginseng. Most people probably wouldn't taste it, but if you try the regular peppermint and the Vitality, you will notice a difference. It's initial flavor, like most others, is much stronger, and mellows within a minute or so. That is not to say that it loses its flavor. It lasts as long as other Trident gum. I did not time it, but at least half an hour. AS for the strength of the taste, I did not find it as strong as an Altoid, but still, it is NOT mild....it will clear your sinuses. Two problems with this, however....First, the packaging....while I like the fact that I won't lose a piece of gum in my pocket, I am not thrilled with having to open the box, pull out the gum packet and then pop a piece out. It's more work than I am used to just for a pack of gum. Of course, you can just keep the packet and toss the box (that's what I did). The other is the assumption that AWAKEN would keep me awake....it did not. Now, keep in mind, if I drink one cup of coffee at 5pm I'm up until 3-4am. I take off half a star for those....and it's just enough for me not to round up to 5 stars. I like the flavor, I like the consistency, and even the packaging looks refreshing....and it is. If you like peppermint, give it a try, you'll probably like it!",Great taste....will not keep you up.,1308787200,,,
526289,4,True,"05 27, 2016",A71VTG3L176ZK,B005HB19KW,Rita Ansong,"Love this produce, not that it is getting warmer day after day, I enjoy this product more than I can say.",Love this produce,1464307200,,,
298771,5,True,"04 29, 2015",AD5WJYVT570WI,B001DDD4E2,CandB M,"We gave these as a gift, which came in very impressive packaging.

Looked to be nice, high quality product.  We have not been able to sample the flavor, so I cannot comment to that,
but was very happy to present this gift.",Impressive gift,1430265600,,,
423535,5,True,"07 29, 2015",A1RM2O3JS2E67I,B003OGKCDC,Extemp 75,All 5's,Five Stars,1438128000,,,
870180,1,False,"07 8, 2018",A2R6FX80N3Y2SX,B00NY3LRHK,Candy Sterling,"My entire tongue is numb from the fake sugar aftertaste.  This is gross.  Good thing I bought it from a store with a liberal return policy because this will be returned.  They should really do more to test the taste, not sure whether it is the monk fruit or the flour.  I have eaten almond flour and coconut before and they do not cause the fake sugar taste.  I have made pancakes with almond flour and eggs, and that is all you need for healthy pancakes.",Fake sugar aftertaste!,1531008000,,"{'Size:': ' 1 Pack', 'Flavor:': ' Paleo'}",
382349,5,True,"04 4, 2016",AD2SROIIG06AV,B0029JU5SM,Mom,Slim Jims - I hate them but my hubby and son are fans. It got 5 stars for being exactly what I expected and at a good price.,Great price,1459728000,,{'Size:': ' 4.2 Oz'},
1017408,3,False,"11 30, 2016",A1LVHR5OO45L5V,B01GQ2ZFEG,Stone Dog,"Eh. It's okay.

Really, the carb levels are about the same as any other Gatorade (very high) and, although it replaces electrolytes and essential minerals, It's not enough different from regular Gatorade to merit a separate designation ""Soccer Formula"".

I found the taste very below par for Gatorade drinks. Did not like the ""Fruit Punch"" flavor in this version. Yuk! Tasted like the V8 products that mix fruit juice with veggie juice...bleh! An acquired taste, I guess.

It'll do what you want a Gatorade product to do, just not any differently. If you like the taste, it's an option.","Reliable sports drink, weird taste.",1480464000,,{'Flavor:': ' Fruit Punch'},
186330,3,True,"06 3, 2010",A1LL8N425UTUM6,B000X3TPHS,E. Tam,"I for one like that they're smaller--It's by weight, not by lollipop, and if you really want you can have more than one anyways. Who wants their kids eating such big candies anyways? The flavors tend to be hit or miss.

Pomegranate Pucker tasted like cough syrup, Too Berry Blueberry tasted exactly like blueberry, with a hint of creaminess. Mango Tango tasted like dehydrated mango pieces that they put in organic cereal--it tasted stale, like dried mango that has been on the shelf for far too long. Strawberry Smash tasted like strawberry Fig Newtons which if you haven't had before don't really taste like strawberries. On the plus side, Very Cherry tasted like any other cherry lollipop, Sour Apple tasted like a fresh pear (probably sweetened with pear juice) and Wet Face Watermelon comes close to Jolly Rancher's watermelon with a slightly muddled flavor that isn't as crisp as Jolly Rancher's.

I've gone through the entire bag and sorted them to find out approx how many of each there are in the bag. Note that I didn't count each one (sorting them took long enough as it were).

Sour Apple Tart- 25%>
Very Very Cherry- 20%<
Strawberry Smash- 20%>
Pomegranate Pucker: 10%>
Mango Tango: 10%<
Wet Face Watermelon-10%>
Too Berry Blueberry: 4%<
Googly Grape:1%>
Blood Orange Cocktail- 0%

I'm not sure why I didn't get any Blood Orange Cocktails but the following flavors seem to have been discontinued and will not be included in future bags (unless you get an older bag)

Googly Grape (being phased out, only got 8 in the entire bag--tasted like any other grape candy)
Mango Tango
Ginger Zest
Cheeky Lemon

Star for Star explanation:
+1* for organic ingredients
+1* for invested founders
+1* for cherry, apple (just call it pear!) and watermelon flavors
-1* for mango and pomegranate
-1* because premium gourmet lollipops still take the cake in terms of flavor. It's hard to beat the cherry/strawberry/blueberry cheesecake and raspberry lemonade flavors other brands offer.

Looks like most of the grosser flavors like pomegranate are going to the neighborhood kids this halloween. The best part of these is that they don't splinter or cut your tongue like a razor blade and don't leave a chemical aftertaste that some lollies do. Hopefully my kid nieces will enjoy these tremendously, as they're the ones I originally bought them for.

Notes to the founders of Yummy Earth:

I'd like to mention that the naming of Wet Face watermelon is very unfortunate as it reminds me of an offensive racial slur in case the owners of the company happen to come across this review.

I'd love to see the following flavors added to the line: cinnamon, lemon and a true sour green apple (add a citric acid to the apple recipe). Keep pear and reintroduce it as ""Perfectly Pear"", or whatever wacky name you guys like. Create a cheesecake line and I'll single handedly keep you in business!

Now if you excuse me, I'm going to brush my teeth furiously and eat some saltines to calm my stomach after taste testing everything.","Good, but flavors are hit and miss--uneven distribution of some flavors",1275523200,39,"{'Size:': ' 5 Pound', 'Flavor:': ' Lollipops'}",['https://images-na.ssl-images-amazon.com/images/I/61KbX0LBXiL._SY88.jpg']
835143,1,True,"04 8, 2017",A3P197MLN7JEC6,B00KOA1BP4,Cynthia P,"I'm not sure, but I ordered this twice, and both times it was missing out of container. Recommend you not reorder, if you have same problem.",Absent from order twice!!,1491609600,,,
929465,3,True,"12 30, 2016",A26VUVK2OG0L43,B00WVNY6QS,SomervilleWhereElse,"I've bought these at Costco and also ordered them from Amazon. This last batch is not good. Usually they are delicious and easy to eat, but this particular order was very disappointing. It's like chocolate covered shoe leather.",Bad batch,1483056000,,,
1049251,5,True,"11 30, 2011",A171US7SPS4WKJ,B001EPQ5ZE,Kristin,"I love balsamic glazes! I had never tried the fig before now but it truly delicious. It is thick and sweet, but not overly so with just a hint of fig. It squeezes easily and neatly making it great for plating or just drizzling. I love it on salmon, fruit, potatoes...and desserts! Amazon has it at a great price too. You get two big bottles that will last you a while.","High quality, delicious, great price",1322611200,2,,
485317,4,False,"03 9, 2013",AD2QRU9ZXBQZ1,B004V3IO0U,Domestic gnome,"Best of the Keurig brews - typical faves include Doughnut Shop and Colombian Fair Trade - but the Barista Prima is the tastiest.  Rich, robust, mellow, with great aroma.  But expensive esp. when the other two are available in the shipping box size.  BP is about double the price of those two brews.  But it sure is a great Keurig cuppa.","Close, very close...",1362787200,,,
1048590,5,True,"05 1, 2014",A33J61NHIEW31F,B001EO6B7M,micohawinds,I think this is a great product.......love that it comes it teaspoon serving packets. I love cinnamon and other spices and love that it is organic. Nice product.,Organic Cinnamon,1398902400,,,
470373,5,True,"11 16, 2014",A34QOIWFQ7HRM8,B004KMFJYG,Linda C. Petras,yUMMY GOOD. fAST SHIPPING!!,Five Stars,1416096000,,,
293094,5,False,"02 27, 2011",A3PJZ8TU8FDQ1K,B001CHFUDC,Jared Castle,"Back in my youth, I knew a guy who owned a donut shop. He served coffee from round, glass carafes with black handles. Customers dipped their cake doughnuts into heavy, white ceramic mugs. The coffee balanced perfectly with raised doughnuts, glazed twists, maple bars, apple fritters and bear claws.

This coffee blend takes me back to those days.&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Coffee-People-Donut-Shop-Medium-Roast-Extra-Bold/dp/B001CHFUDC/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Coffee People Donut Shop Medium Roast, Extra Bold</a>&nbsp;is a flavorful, full-bodied coffee with just a hint of sweetness. The ingredients list only 100% Arabica coffee, so I wonder if memory triggers the sweetness I detect more than the blend itself. Regardless, this is an enjoyable cup of coffee whether you are pairing it with a donut or something more sensible like&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/McCann-s-Steel-Cut-Irish-Oatmeal/dp/B001EO5U3I/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">McCann's Steel Cut Irish Oatmeal</a>, for which I wrote a five-star review in June 2008.

My wife prefers lighter blends, so she purchased&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Coffee-People-Donut-Shop-Medium-Roast-Extra-Bold/dp/B001CHFUDC/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Coffee People Donut Shop Medium Roast, Extra Bold</a>&nbsp;for me. I prefer this to the flavored coffees sold for the Keruig. I drink this blend black, using Keurig's small mug (7.25 oz) setting. The only thing missing is the white ceramic mug.

Rating: Five stars.

BTW: Here are other K-cup coffees I recently reviewed for Amazon:

5 stars:&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Van-Houtte-Chocolate-Raspberry-Truffle/dp/B0039556K2/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Van Houtte Chocolate Raspberry Truffle</a>
4 stars:&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Green-Mountain-Coffee-Wild-Mountain-Blueberry/dp/B0037B5VLC/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Green Mountain Coffee Wild Mountain Blueberry</a>
4 stars:&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Tully-s-Coffee-Kona-Blend/dp/B001ELL68Y/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Tully's Coffee Kona Blend</a>
4 stars:&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Green-Mountain-Coffee-Dark-Magic/dp/B004779XNW/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Green Mountain Coffee Dark Magic</a>
3 stars:&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Green-Mountain-Coffee-Breakfast-Blend/dp/B003JA5KKS/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Green Mountain Coffee Breakfast Blend</a>
3 stars:&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Green-Mountain-Coffee-Fair-Trade-Gingerbread/dp/B00390VIQI/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Green Mountain Coffee Fair Trade Gingerbread</a>","A flavorful, full-bodied blend with just a hint of sweetness (or is that nostalgia?)",1298764800,,"{'Size:': ' 24-Count (Pack of 2)', 'Flavor:': ' Regular - Medium Roast Extra Bold'}",
144727,5,True,"10 4, 2014",A1WJQMA69Y7NP1,B000NMCEJK,loretta al-sadi,Very fresh and good,Five Stars,1412380800,,,
485914,5,True,"08 14, 2015",A3CDNTD19GE28F,B004VDGX1W,joe,Great job,Five Stars,1439510400,,,
147934,5,True,"09 2, 2015",A26GX9RMDXDO7Q,B000OIT8T2,tired granny,Another tried and true product. Good candy! My four-year-old grandsons favorite!,Snack for everyone-children AND adults.,1441152000,,,
80398,5,True,"08 28, 2014",ATZFZONPLXQJN,B000F3N7AC,Michael West Virginia,Splenda  is an excellent sweetener,100% please,1409184000,,,
302832,3,False,"06 7, 2009",A24241HCIHYVSG,B001E5E1L4,MaxMom1,"I bought these at a health food store because I carelessly ran out of my usual brand and this was the only hemp hearts available. There are too many sharp, crunchy husks in the Nutiva Hemp Hearts. This is not the first time I used them so it probably was not a ""one bad package"" thing. There are other brands out there which don't have sharp edged husks and which are comparatively priced.",Not As Good As Some Other Brands,1244332800,14,,
