,overall,vote,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,style,image
678149,5,,True,"02 26, 2015",AK2K5ADJ8R388,B0010P0YSW,Tara,"My dog loves these, he is a heavy chewer and this is one of the few items that isn't completely demolished within seconds.","My dog loves these, he is a heavy chewer ...",1424908800,"{'Size:': ' Wolf/Medium', 'Package Type:': ' Standard Packaging'}",
431896,3,,True,"02 9, 2016",A1Q762VYU4INGK,B000KVF4AK,Johnna Anderson,"My half Bassett, half Lab seemed to like this initially, but quickly tired of it.  I think, perhaps, he is too lazy to work at chewing the rawhide rings.","Dog says ""meh""",1454976000,{'Size:': ' Medium'},
199694,5,,True,"02 15, 2015",AYKQRIXE4BKZP,B0002I0GVS,Pat L.,My terrier and Golden love it and it is the healthy food I want for my dogs,Five Stars,1423958400,"{'Size:': ' 15-Pound Bag', 'Flavor Name:': ' Lamb & Barley'}",
523195,4,,True,"08 9, 2016",A3HZ4AWQCFX5BA,B000WFG5M0,marknett,I ordered 2 of these to build a doggy door in my storm door. Bruiser likes it. They will distort in shape some though.,good product,1470700800,{'Size:': ' 12.5 x 16.75 inch'},
570738,5,,True,"01 12, 2016",A1XV65RX5A2311,B0012NV9NQ,mary haaning,GREAT HARNESS!!!https://images-na.ssl-images-amazon.com/images/I/51b2wjkO72L._SS300_.jpg,Five Stars,1452556800,"{'Size:': ' Red - Medium', 'Color:': ' RED', 'Style:': ' Puppia Soft Dog Harness'}",
1683287,4,,True,"06 24, 2018",A2JPJ561Q2D7N9,B00T9S8DGC,AMAZON DOESNT GIVE A RATS PATOOTIE ABOUT THEIR CUSTOMERS JUST THEIR SHARE HOLDERS,"HAVENT USED IT YET, MY PUPPY WILL GROW INTO IT IM SURE",Four Stars,1529798400,"{'Size:': ' M - ( 22"" - 28"") Girth', 'Color:': ' Red'}",
1711408,5,,True,"01 26, 2016",A347VBDEBISWPI,B00VHIP310,Dadof4gr8kids,Great value for the size,Great price,1453766400,{'Size:': ' 16 oz'},
264430,5,,True,"06 13, 2015",A3H7YFUG28DTDX,B0006G5M7Y,cfalk1950,"hey, it's basic bird seed, fortunately the one my parakeet likes best.  Best part for me is having t delivered and not having t go to the pet store.","Hartz, good as usual",1434153600,,
1030122,5,,True,"10 10, 2015",A31RGEWRT2HKW6,B004C5IE2A,blackstarrs3,Its the ONLY toy my english bulldog Dexter loves!!!,Dexter LOVES IT,1444435200,{'Size:': ' Medium'},
1954648,3,,True,"03 1, 2018",A1AV6FN3VEG683,B0002ASCOY,Amazon Customer,"Husband bought the wrong size, so the smell is still in the air, but not so strong. So I will buy a bigger one and see how that works.","Husband bought the wrong size, so the smell is ...",1519862400,{'Size:': ' 1-Pack'},
700209,5,4,True,"11 30, 2015",AEIV8NDUIATRU,B000NWJEDO,K. abberley,I bought this Halti (the original) and the new optfit for my Great Dane and this version fits much better. The optifit needs to be adjusted constantly and the piece across his throat is too tight and the piece behind his ears is falling off. It may just be the odd shape of a dane head but this works much better.,Like this better than the newer version (optifit),1448841600,,
349331,5,,True,"12 21, 2012",A1F9VOSPVM2M2H,B000CPAV3O,The Meditation Room,This was a great deal. I have the diffusers and buying in this quantity saved me a bundle. Well worth it!,Great Buy,1356048000,{'Size:': ' 6 Refills'},
1479979,5,,True,"02 7, 2017",A1LPT8ZVZ42Z1I,B00HRXQ8Z4,Kerri,Cute! My cat wouldn't go in at first but now he loves it! It come with a little cushion pad that can be removed if you have a giant cat but my kitty is very large (15 lbs) with a big head and he is happy as a clam in there on the cushion. Very roomy!,So cute and perfect for a big kitty!,1486425600,"{'Size:': ' Small', 'Color:': ' Blue'}",
928688,3,,True,"11 1, 2017",A1351KL2M4BZTQ,B002RT8M8O,Mark M,Works well I just don't understand the top lid that screws off. I actually thought it would come off so I didn't have to take it out of the cage every time.,Works well I just don't understand the top lid that ...,1509494400,{'Size:': ' 64 Ounces'},
949616,5,,True,"07 27, 2016",A2BDVKGXTOHJXM,B00379KT66,E. Mitchell,"I could not be happier with this product. My cat runs away when he sees it, but only after he whines and rubs his mouth on things to let me know he wants it right then. It must feel pretty refreshing if the picky one wants it even though he doesn't like it. I've noticed a huge difference in both of their gums too, though. We use it every other, or every two days, along with brushing once a week or every other week. It's been another tool that's kept my little from a vet visit!",I could not be happier with this product,1469577600,{'Size:': ' 4 oz.'},
1379998,5,,False,"03 3, 2018",A2I13PVNYTRRNR,B00CQIOMVM,MommaDukes,Great healthy treats my dogs love.,Recommended by the pooches !,1520035200,"{'Size:': ' 6 oz.', 'Flavor Name:': ' Soft Lamb & Apples', 'Package Type:': ' Standard Packaging'}",
974742,5,,True,"03 17, 2017",AELDYEA9W5DO3,B003LYGLZ0,Kate R,This is a good plush option for a tough chewer (in our case). We have a 60lb 4 month old Rottweiler and it's lasted over a week (with other toys in the rotation). The key is that every inch of this toy has reinforced diamond stitching and hefty seam stitching which is needed for sharp puppy teeth and a strong jaw.,Great for large breed tough chewing puppy!,1489708800,"{'Size:': ' Large', 'Style:': ' Toucan'}",
1025322,5,,True,"04 24, 2017",A3JNG19GN20XPX,B004AHBK7Q,Reno,"Fantastic quality, will last forever",Last leash you will ever buy,1492992000,"{'Size:': ' 1"" Width - 6\' Length', 'Color:': ' Calypso'}",
1305887,5,,True,"09 25, 2014",A3CMUG0BL8S10H,B00AOAT0PC,Chris,Great product; cheap product and very functional for what it is. Very happy with this purchase,Good!,1411603200,{'Color:': ' black'},
1564338,5,2,True,"06 4, 2015",ACNVAW2NE4VNN,B00L9QJM8K,1995gt03,Good stuff --doesn't hit the bottom. Thanks,Five Stars,1433376000,,
151233,1,,True,"04 19, 2013",ATA372JJEC6MS,B0002DGL26,kimmyz,"My dog will not even give this thing the time of day.  It is very hard, impossible for a puupy to chew!",no good,1366329600,"{'Color:': ' Yellow', 'Package Type:': ' Standard Packaging', 'Style:': ' Ring'}",
1236441,3,18,False,"10 24, 2013",A1RJOKWBD1TFJM,B007WMZ806,Mister Tango,"The Bad first.  Most everything about the Guardian GSE EXT II appears to be high quality, except it arrived missing a crucial screw that holds the canopy to the handle.  Another MAJOR problem occurred when I was trying to fix the front wheel after testing the swivel mode.  The knob has some kind of spring mechanism inside, and it literally flew apart and broke when I turned it.  I could not fix it.  So, two major problems right out of the box (neither of which anyone buying a $200 stroller should expect).  Beyond that, I felt there were a few design issues.  First, I wish the zip up/over mesh front simply zipped off altogether.  Dogs have nails, and when this is not zipped closed, the mesh just puddles onto the front of the cabin floor.  It's just asking to get snagged on your pet's nails.  And since it cannot be removed, that means it's not a ""part"" that can be ordered for replacement.  It's attached to ALL of the other fabric on the stroller -- though it can be folded out and over the front support bar of the cabin.  But again, it's just kinda asking to get snagged or ripped there, and it doesn't look ideal when folded out and over.  Not a good thing.  Another design issue that bothered me was the fact that the wheel can only be fixed to a stationary position that juts out from the front of the stroller.  When you put it in swivel mode, the wheel swivels 180 degrees toward the back, and it is then UNDER the stroller as you go forward (out of the way).  In my opinion, it would be nice to be able to lock it that way as well.  In an idea world, I also would have liked a thicker removable pad for the cabin floor (with a removable waterproof cover).  The pad that comes with it is thin, and I do not feel it's soft enough.  So, if you get this and your pet likes a cushion-y surface to sit/lay on, you will have to go to the trouble of sourcing an additional pad that will fit the cabin.  At this price point, that's something I'd rather not be left to deal with.  I'd even be happy if they offered a correct size thicker pad as an accessory.  Lastly, I would have benefited from some instructions on use in addition to the assembly instructions.  It took me a good while to figure out how to close the stroller, and you really shouldn't have to risk breaking something via trial and error because of such a simple oversight.  I also didn't know the tires would come deflated -- so you better have a pump around if you plan to use the stroller right away.

On the positive side, this is a beautiful stroller.  The steel blue color is great looking, and I loved the reflective stripes down the side.  Everything looks to be high quality.  This stroller looks expensive, and it's very solid.  If it wasn't for the issues I mentioned above, I would easily give it 5 stars.  I regret that I could only go with 3 given my experience.

For me, the biggest negative (other than the defects in the one we received) is the lack of removable mesh on the front.  The biggest positive is the solid build quality and nice fabric.","High quality overall, but with a few issues...",1382572800,{'Color:': ' Sage Green'},
1840323,5,,True,"03 8, 2016",A2A1WK4UC0X0M7,B0186UYKD8,Melissa,My dog loved this toy and its very durable,Five Stars,1457395200,,
323954,5,,True,"03 27, 2016",A3Q0RRULQKRV3D,B000A3SKE0,Sam&#039;s Mom,"Good, low calorie dogs treats.  They are small and soft enough to cut in two.  My dog loves them.  As long as the treat is coming from its master the dog isn't really interested in the size of the treat.  Usually get them at my vet but wanted to send some to my sister for her overweight dog.  They are a winner!",Great dog treat.,1459036800,,
1704218,4,,True,"08 2, 2016",A2242C5TW51929,B00USTSD7K,jo_dice,I don't really know much about pigs ears and what would make one brand better than the other but these ears are ligit. They look like they came straight off the pigs head and are fairly large in size. My golden retriever mix loves to eat them and they're a great natural treat.,My dog love them,1470096000,,
191815,5,,True,"08 6, 2014",A30RAEDXWV0TNH,B0002H3RCY,Joan Dalton,Great product!,Five Stars,1407283200,"{'Size:': ' .5 ounce', 'Style:': ' powder'}",
994243,5,,True,"07 18, 2014",A2HB4E4BMWBU7M,B003TU0XG4,Arthur B.,this is so quiet and keeps our dog calm and does a great job with the nails + much cheaper than pet smart,... quiet and keeps our dog calm and does a great job with the nails + much cheaper than pet,1405641600,{'Style:': ' Pet grooming kit'},
1039071,5,,True,"12 20, 2016",A3I2R9F4EAQEJ0,B004H337EC,Norma D. Novela,"This sweater was a perfect fit for my pitbull bully. He's an outside dog and around this time, it gets very cold. He's always warm, seems to be very happy. He doesn't try to take it off and mind you he looks very handsome! I recommend.",Pitbull Bully,1482192000,"{'Size:': ' L', 'Color:': ' Blue'}",
712705,5,,True,"03 13, 2014",A36GNWAPBXM4N4,B0014HYCM0,Cotton Lawler,"My dog had that reddish-brown gunk in her ears for as long as I can remember (she has large floppy ears).  I wiped it, I used ""medicated"" drops from my vet and it always came back.  I used Zymox and it was gone in 2 days.  It came back a week later, I treatd it again and it has been gone ever since.  100% recommend on this product.",I wish I could give it 10 stars!,1394668800,{'Size:': ' 4 oz Pack of 1'},
33993,5,,True,"12 15, 2015",A2LP03H0UAOENB,B000241NRI,KlingonGeneral,This has worked out great for us. Since our fury kid is hypoglycemic we have to feed him more often so this works out good. experimented with the timers and now we have it down pat,This has worked out great for us,1450137600,{'Format:': ' Misc.'},
1856548,2,,True,"02 6, 2017",A3U4MFGKCW1UKP,B019VQBXH2,bookworm16,too large,Two Stars,1486339200,"{'Size:': ' XL:19.7""-23.7""', 'Color:': ' Blue'}",
902268,5,,False,"10 21, 2016",A1XBULS2NP0WIQ,B0029NIMYW,Tann,"So far so good...let me tell you, I have a shih taz and westie shih and they are so finicky when it comes to wet food and dry food. Many mornings and evenings I throw out expensive dry mixed with (so many different types) a couple of spoons of wet food. I'm exhausted from worry when they don't eat...they even get tired of the refrigerated dog food.  But I""ve never had a problem with Little Ceasars of course, I would never ONLY give them the wet food. My vet has pointed out that a dog needs his dry food for his mouth and body health...so they get the finest mixed with their beloved wet Little Ceasars...Thank you Amazon for the better than grocery store prices on this product (subscribe and save) and Thank you Little Ceasars for the different flavors and great packaging for recycling, traveling and convenience! Little Ceasars, you're it for my doggies, now they eat their dry kibbles with zeal!",Vinnie and Merci love their dry food mixed with Little Ceasar's wet food!,1477008000,"{'Size:': ' Pack of 24', 'Flavor Name:': ' Chicken & Filet Mignon', 'Package Type:': ' Standard Packaging'}",['https://images-na.ssl-images-amazon.com/images/I/61EXbqfTduL._SY88.jpg']
